Index,Depth,PAD4[0],PAD4[1],PAD4[2],PAD4[3],PAD4[4],PAD4[5],PAD4[6],PAD4[7],PAD4[8],PAD4[9],PAD4[10],PAD4[11],PAD4[12],PAD4[13],PAD4[14],PAD4[15],PAD4[16],PAD4[17],PAD4[18],PAD4[19],PAD4[20],PAD4[21],PAD4[22],PAD4[23],PAD4[24]
18,504.0440955,528.8800049,473.6799927,507.3599854,507.2000122,510.9599915,478.5599976,515.5999756,486.0799866,489.2799988,463.2799988,510.1600037,491.6799927,510.480011,475.0400085,524.5599976,478.9599915,524.0800171,499.2799988,550.7199707,469.3599854,553.6799927,504.6400146,511.1199951,469.3599854,519.9199829
19,504.0466355,526.7999878,469.1199951,508.480011,503.6000061,524.2399902,478.5599976,496,475.8399963,490,461.6000061,497.6000061,487.4400024,528.3200073,472.7200012,523.5200195,481.2799988,515.3599854,493.6000061,542.6400146,467.6799927,522.0800171,504.1600037,505.2799988,474.8800049,512.2399902
20,504.0491755,487.0400085,463.8399963,476.7200012,478.9599915,520.4799805,470.7999878,483.0400085,474.5599976,481.0400085,464.0799866,482.3200073,482.2399902,514.7199707,467.6799927,510.5599976,477.8399963,503.2000122,502,513.039978,473.6000061,502.8800049,519.7600098,497.9200134,476.2399902,495.6000061
21,504.0517155,476.9599915,471.0400085,467.4400024,480.6400146,509.2799988,483.2000122,468.5599976,504.7200012,468.3999939,476.1600037,471.8399963,482.5599976,499.519989,471.8399963,496.6400146,471.7600098,495.9200134,506.7999878,500,481.6000061,497.8399963,524.2399902,495.4400024,489.4400024,492.6400146
22,504.0542555,475.519989,499.6000061,455.1199951,497.8399963,502.0799866,520,458.1600037,550.0800171,449.3599854,492.5599976,472,480.3200073,488.6400146,478.0799866,495.2000122,469.3599854,500.7200012,517.2800293,497.6000061,502.1600037,504.7200012,526.3200073,502.9599915,495.519989,487.9200134
23,504.0567955,450.7200012,492.9599915,453.519989,519.2800293,478.480011,533.4400024,458.1600037,565.6799927,446.3200073,505.9200134,474.480011,495.4400024,487.6000061,489.6799927,498.2399902,476.7999878,511.3599854,520.960022,505.3599854,510.2399902,510.3200073,537.3599854,500.480011,500.6400146,494.480011
24,504.0593355,452,502.1600037,465.2799988,528.7199707,470.3999939,517.3599854,490.8800049,542.5599976,478.7999878,531.1199951,474.8800049,509.0400085,476.480011,503.1199951,497.7600098,504,502.480011,531.8400269,512.7999878,524.960022,531.2000122,545.5200195,512.2399902,518.960022,519.3599854
25,504.0618755,477.2000122,512,476.1600037,522.960022,469.7600098,511.6000061,538.7999878,545.5200195,489.6000061,514.3200073,485.4400024,529.6799927,476.5599976,503.519989,492.3999939,515.8400269,495.8399963,537.7600098,524.4000244,522.5599976,534.5599976,562.7999878,529.2800293,536.7999878,530.8800049
26,504.0644155,486,511.6799927,509.2000122,551.9199829,499.519989,536.4000244,560,540.7999878,527.2000122,516.8800049,509.6000061,547.2800293,494.480011,516.6400146,502.8800049,522.4000244,497.4400024,539.1199951,531.1199951,530.3200073,549.1199951,570.1599731,537.2800293,547.9199829,543.5999756
27,504.0669555,485.3599854,510.3200073,512.6400146,548.3200073,506.1600037,543.039978,516,524.3200073,538,513.5999756,513.9199829,559.4400024,525.5200195,533.4400024,537.5200195,510.1600037,531.1199951,530,531.5999756,529.5999756,564.6400146,555.1199951,543.1199951,534.7199707,540.4799805
28,504.0694955,494.7200012,501.7600098,516.6400146,533.7600098,516.3200073,512.5599976,516.960022,502.0799866,531.8400269,516.960022,506.480011,556.3200073,542.960022,525.6799927,540.5599976,502.9599915,546.1599731,517.9199829,537.2800293,526,574.4799805,540.7199707,558.7999878,533.3599854,561.2000122
29,504.0720355,500.3999939,469.519989,522.7999878,521.7600098,540.2399902,514.0800171,520.7999878,522.4000244,523.6799927,511.0400085,511.6799927,520.7999878,562.960022,523.2000122,547.5999756,498.5599976,551.4400024,513.5999756,534.6400146,522.4000244,575.1199951,529.039978,566.960022,526.7199707,565.039978
30,504.0745755,512.6400146,463.9200134,519.2800293,524.0800171,536.4799805,521.4400024,508.480011,535.7600098,516,501.2000122,517.5999756,506,589.5999756,509.2000122,538.8800049,496.8800049,546.3200073,507.0400085,525.2800293,518.4799805,573.5999756,521.7600098,553.8400269,506.480011,569.5200195
31,504.0771155,507.2000122,470,499.6799927,500.480011,530.2399902,503.8399963,489.6799927,505.519989,502.3200073,482.2399902,515.5999756,499.2000122,568,486.7200012,531.2800293,486.3999939,543.5200195,507.519989,524.8800049,497.2799988,569.7600098,507.0400085,548.5599976,484.3999939,566.2399902
32,504.0796555,467.0400085,457.3599854,484.7999878,465.0400085,513.7600098,461.2799988,502.7999878,461.9200134,519.4400024,462.5599976,499.4400024,492.0799866,534.7199707,463.6000061,529.9199829,465.9200134,539.1199951,481.519989,520.3200073,477.6799927,547.2800293,493.519989,541.3599854,476.8800049,553.7600098
33,504.0821955,458.0799866,453.2000122,484.480011,462.8800049,512.960022,454,524.7199707,457.0400085,508.6400146,448.8800049,480.2399902,468.5599976,511.4400024,442.7200012,511.2799988,453.9200134,530.960022,471.4400024,517.1199951,470.5599976,535.9199829,476.0799866,524,478.8800049,526.2399902
34,504.0847355,478.0799866,459.1199951,471.2799988,457.9200134,492.8800049,469.8399963,496.5599976,471.519989,484.480011,436.7999878,483.8399963,469.6799927,495.519989,439.6799927,506.9599915,443.4400024,526.960022,474.5599976,500.7200012,472.3200073,519.4400024,472.7999878,510.7200012,479.0400085,518.3200073
35,504.0872754,464.9599915,434.3999939,458,452.480011,454.3200073,458.5599976,458.5599976,476.1600037,470.6400146,438.0799866,457.519989,437.519989,490.7200012,473.519989,498.3200073,400.3999939,495.9200134,481.2000122,492.5599976,475.1199951,513.1199951,451.2799988,490.7200012,445.519989,498.8800049
36,504.0898154,467.6000061,437.6000061,448.0799866,439.2799988,448.7999878,444.1600037,448.3999939,462.2399902,450.3200073,415.8399963,465.8399963,450.1600037,473.2000122,426.8800049,486.1600037,421.9200134,494.7999878,469.519989,484.5599976,450.9599915,499.2000122,465.7600098,501.1199951,433.4400024,501.7600098
37,504.0923554,444.1600037,408.5599976,447.9200134,426.3999939,446.7200012,400.9599915,473.1199951,415.0400085,448.1600037,396.5599976,441.6000061,416,464.8800049,403.2000122,467.519989,392.2399902,480.0799866,447.1199951,482.1600037,406.5599976,483.2799988,442.0799866,479.2799988,409.6799927,493.6000061
38,504.0948954,437.9200134,407.519989,437.1199951,415.2799988,443.519989,389.519989,485.519989,397.4400024,435.6799927,382.2399902,435.6000061,411.7600098,446.480011,393.2000122,452.7200012,402.7999878,476.0799866,446.7200012,496.5599976,404.5599976,462.6400146,449.3599854,468.3999939,421.0400085,488.0799866
39,504.0974354,424.6400146,409.519989,426.1600037,425.0400085,422.7200012,388.480011,449.519989,414.1600037,417.0400085,392.7200012,420.8800049,418.2399902,436.2399902,404.6400146,438.1600037,417.2000122,456.3200073,461.8399963,475.6000061,432.9599915,447.0400085,457.1199951,447.0400085,434.9599915,448.9599915
40,504.0999754,399.6000061,418.7999878,407.6000061,435.6799927,407.9200134,402,396.6400146,445.2799988,397.8399963,418,393.7600098,430.9599915,414.5599976,442.3999939,422.3999939,464.5599976,445.9200134,470.480011,436.2399902,476.7200012,445.0400085,463.0400085,438.3999939,429.3599854,434.6400146
41,504.1025154,405.1199951,431.6799927,402.7999878,454.7200012,397.519989,414,399.519989,452.9599915,389.4400024,419.0400085,388,440.3200073,407.6799927,424.3200073,407.6000061,451.4400024,436,477.7600098,435.7600098,461.3599854,438.480011,457.4400024,442.9599915,431.519989,439.3599854
42,504.1050554,409.2799988,423.7600098,408.1600037,458.8800049,389.7600098,416.0799866,396.5599976,427.9200134,394.7999878,407.2000122,404.6400146,438.2399902,429.6799927,429.519989,443.8399963,437.3599854,461.1199951,451.3599854,458.9599915,445.3599854,465.519989,444.9599915,449.519989,427.0400085,453.519989
43,504.1075954,414.6400146,406.7200012,430.3999939,447.519989,404.2399902,409.1199951,414.480011,427.0400085,419.7600098,416.5599976,422.3200073,434.5599976,451.1199951,420.8800049,472.3200073,415.2799988,477.7600098,442.3200073,474.7999878,424.6400146,478.7200012,434.3999939,458.6400146,420,455.2000122
44,504.1101354,423.3599854,388.7999878,427.519989,413.4400024,424.8800049,401.3599854,426,447.3599854,424.6400146,417.6000061,424.3200073,431.6799927,452.3999939,424.5599976,475.3599854,436.3200073,479.6799927,438.8800049,472.3200073,429.6000061,471.4400024,451.6000061,456.7999878,420.7200012,445.2000122
45,504.1126754,417.0400085,391.519989,439.9200134,437.1199951,430.2399902,401.519989,412.9599915,443.2000122,423.4400024,425.4400024,412,413.6799927,440.0799866,418.3200073,451.7600098,440.7999878,457.6000061,437.4400024,445.6799927,429.2799988,464.1600037,444.7999878,441.2000122,424.8800049,446.2399902
46,504.1152154,408.480011,389.1199951,418.8800049,420.8800049,415.7600098,392.9599915,415.9200134,434.5599976,425.8399963,413.3599854,417.6799927,402.8800049,429.6799927,402.8800049,444.1600037,418.6400146,445.7600098,440.0799866,432.3200073,440.6400146,449.2799988,442.7200012,437.2000122,425.0400085,448.480011
47,504.1177554,393.519989,383.9200134,402.5599976,414,405.6799927,389.2799988,412.8800049,407.9200134,433.519989,416.6400146,416.7999878,416.0799866,428.480011,407.6799927,465.6000061,421.4400024,459.6000061,462.7200012,438.8800049,466.3999939,455.7600098,445.2799988,445.8399963,420.5599976,443.2000122
48,504.1202954,373.2000122,387.519989,397.6000061,410.7999878,409.7600098,386.3999939,417.519989,408.0799866,439.2000122,400.3999939,400.6400146,421.519989,423.4400024,408.0799866,459.2000122,440.9599915,469.6000061,459.1199951,430.480011,457.1199951,461.519989,369.2799988,452.3200073,348,442.8800049
49,504.1228354,380.1600037,401.1199951,400.8800049,417.4400024,408.480011,396.2399902,395.3599854,397.4400024,433.2799988,409.2000122,399.9200134,410.0799866,412.3200073,409.3599854,424.3999939,446.2399902,457.6000061,443.6799927,432.1600037,361.3599854,470.2399902,259.519989,444.5599976,246.6399994,445.0400085
50,504.1253754,393.9200134,392.7200012,397.4400024,414.3999939,396.9599915,402.3200073,385.8399963,399.6799927,417.6799927,402.8800049,404.9599915,404.6400146,423.7600098,409.2799988,417.4400024,447.7600098,476.3200073,433.4400024,452.7999878,285.6799927,496.6400146,181.8399963,431.519989,193.1999969,462.5599976
51,504.1279154,396.9599915,384,395.0400085,412.7999878,401.0400085,408.1600037,382.1600037,394.6400146,402,393.6799927,414.7200012,401.7600098,428.480011,407.4400024,431.3599854,448.8800049,499.1199951,441.2799988,458.9599915,255.1199951,472,156.8800049,371.7600098,172.3200073,429.7600098
52,504.1304554,394.0799866,378.8800049,399.9200134,402.3200073,408.3200073,406.1600037,391.3599854,399.8399963,403.6799927,395.2799988,400.480011,420.7999878,422.0799866,418.9599915,434.480011,454,491.3599854,467.7600098,411.7600098,287.7600098,315.9200134,184.3999939,231.2799988,199.4400024,316.0799866
53,504.1329954,382.3200073,365.8399963,404.1600037,404,401.519989,390.1600037,398.7200012,401.1199951,388.1600037,386.9599915,386.480011,415.1199951,420.5599976,422.7999878,441.7600098,449.6799927,480.8800049,487.2799988,374.1600037,351.4400024,228.4799957,218.3999939,164.1600037,229.6799927,247.2799988
54,504.1355354,392.7999878,388.8800049,379.3599854,379.9200134,422.1600037,396.3999939,396.7200012,404.3200073,388.3999939,387.519989,388.5599976,414,421.2000122,403.2000122,432.0799866,462.7200012,485.7600098,508.5599976,375.3599854,415.6000061,191.3600006,294.0799866,154.9600067,302.2399902,246.4799957
55,504.1380754,376.7200012,377.6000061,378.0799866,398.7999878,402.1600037,392,404,414.0799866,399.3599854,402.2399902,380.3200073,399.9200134,429.2000122,400.6400146,437.6799927,444.9599915,474.3999939,503.3599854,378.5599976,441.9200134,189.6000061,354.2399902,142.4799957,364.9599915,248.7200012
56,504.1406154,385.9200134,386.7999878,378.7999878,409.7600098,390.480011,402.3200073,403.1199951,437.4400024,390,412.480011,393.0400085,409.9200134,428.1600037,396.480011,452.0799866,421.6799927,490.7999878,470.480011,424.480011,416.480011,219.1999969,415.1199951,183.3600006,404.7999878,270.480011
57,504.1431554,387.519989,372.9599915,373.7600098,390.1600037,383.3599854,393.8399963,404.7999878,404,388.8800049,394.8800049,403.0400085,399.2000122,406.3999939,381.8399963,436.2399902,387.2000122,527.8400269,415.8399963,502.1600037,395.519989,393.1199951,426.8800049,337.2000122,424.1600037,407.2000122
58,504.1456954,389.519989,364.9599915,398.1600037,389.0400085,388.0799866,376.1600037,428.7200012,397.0400085,396.5599976,381.6799927,413.9200134,408.3200073,396.7200012,382.0799866,410.480011,384.7200012,495.4400024,403.3599854,470.5599976,384.8800049,426.0799866,415.9200134,414.7200012,406.2399902,452.3200073
59,504.1482354,383.6799927,362.7999878,389.3599854,388.7200012,393.4400024,378,425.6799927,400.7999878,410.0799866,384.8800049,424.5599976,432,399.7600098,402,404.7999878,410.7999878,450.3200073,417.8399963,431.2000122,396.7200012,425.0400085,420.0799866,435.9200134,405.2799988,457.1199951
60,504.1507754,373.6799927,367.2000122,375.0400085,412.0799866,380.480011,381.1199951,389.6799927,389.1199951,389.3599854,392,391.2799988,430.9599915,394.5599976,425.6000061,401.2000122,423.2000122,408.3999939,435.7600098,413.1199951,410.9599915,427.2000122,408.5599976,416.5599976,398.7200012,440.7999878
61,504.1533154,355.6799927,367.6000061,367.9200134,404,376.6400146,381.3599854,382.9599915,393.1199951,382.5599976,389.7600098,393.0400085,422.1600037,405.7600098,408.3999939,406.7200012,411.519989,413.6799927,423.3599854,410.2399902,398.3200073,418.0799866,415.6000061,421.2799988,405.0400085,436.8800049
62,504.1558554,355.6000061,375.6799927,376.3200073,414.7200012,373.7600098,382.0799866,386.3999939,397.8399963,386.2399902,394.9599915,405.1199951,407.6799927,432.7999878,402.0799866,432.7999878,402.1600037,434.1600037,425.7600098,423.519989,400.480011,430.3999939,422.5599976,413.8399963,410.3200073,429.2000122
63,504.1583954,355.6799927,382.3200073,378.8800049,417.6799927,383.519989,387.2000122,379.1199951,412.9599915,382.1600037,407.6799927,417.4400024,423.6000061,436.5599976,416.2399902,454.5599976,412.2399902,453.6000061,432.6400146,433.6799927,422.5599976,432.9599915,439.6799927,411.6799927,412.8800049,417.8399963
64,504.1609354,360.7999878,393.8399963,384.8800049,433.2000122,396.9599915,421.2000122,376.8800049,433.1199951,387.2799988,441.3599854,403.8399963,428.6400146,418.8800049,419.6000061,426.8800049,426.0799866,437.3599854,425.519989,415.3599854,430.7200012,434.2399902,439.519989,416,410,424
65,504.1634754,374.5599976,397.2000122,394.3200073,431.3599854,393.3599854,430.7200012,375.7600098,424,397.7600098,430.2399902,397.7600098,424.9599915,416.3999939,412.3999939,417.2799988,413.6000061,441.6799927,416.3999939,416.7999878,415.6799927,436.8800049,418.7200012,422.7999878,400.7200012,427.3599854
66,504.1660154,379.9200134,382.0799866,410.7200012,426.3999939,399.1199951,425.519989,388,410.0799866,411.9200134,404.8800049,413.519989,409.6000061,432.5599976,401.8399963,432.7200012,392,444,410.6400146,424.8800049,411.6799927,465.9200134,419.0400085,457.2000122,396.7200012,437.1199951
67,504.1685554,393.3599854,371.2799988,415.7600098,402.7999878,415.7600098,396.3200073,414.3999939,400.3200073,437.4400024,405.4400024,419.7600098,396.2399902,424.480011,393.2000122,441.9200134,397.0400085,454.480011,417.2000122,426.7999878,412.480011,467.6799927,384.480011,434.6400146,394.0799866,437.4400024
68,504.1710954,396,350.3200073,409.2000122,385.4400024,437.3599854,371.8399963,414.2399902,380.7999878,424.3200073,389.8399963,410.8800049,386.0799866,419.519989,376.0799866,432.7200012,400,440.480011,441.1199951,425.8399963,392.9599915,435.3599854,384.480011,412.0799866,391.7600098,428.6400146
69,504.1736354,384.3999939,355.4400024,394.0799866,393.3599854,433.1199951,382.6400146,401.519989,362.2399902,410.7200012,373.2000122,393.1199951,375.8399963,403.0400085,375.1199951,414.6400146,400.3999939,426.2399902,413.9200134,410.5599976,382.1600037,425.7600098,370.7200012,398.9599915,383.2799988,415.2000122
70,504.1761754,384.5599976,360.7200012,368,379.6799927,392.9599915,377.3599854,389.2799988,368.480011,396.9599915,355.0400085,390.5599976,385.6799927,402.7999878,375.0400085,404.3999939,381.8399963,418.7999878,417.0400085,435.6799927,367.9200134,408.6400146,382.6400146,411.0400085,375.2799988,413.6000061
71,504.1787154,362.1600037,344.1600037,362.2399902,371.2799988,379.8399963,373.6000061,360.3999939,353.6000061,397.4400024,359.519989,380.2399902,372.5599976,390.3999939,363.6799927,393.2000122,362.5599976,427.2000122,394.7200012,433.6000061,385.8399963,400.6400146,382.7200012,406.8800049,380.1600037,409.6799927
72,504.1812554,361.519989,348.0799866,359.3599854,357.1199951,383.3599854,364.7200012,355.2000122,350.1600037,371.4400024,357.6799927,371.7600098,370.6400146,391.9200134,353.0400085,389.8399963,376.8800049,441.2799988,395.8399963,410,386.7200012,383.4400024,410.3200073,389.6799927,387.6799927,401.2799988
73,504.1837954,354.3999939,346.5599976,358.3999939,353.2799988,387.3599854,361.0400085,359.3599854,361.8399963,355.6000061,355.7600098,358.6400146,364.480011,381.4400024,351.3599854,386.3999939,376.1600037,411.0400085,382.5599976,393.2799988,386.480011,387.9200134,412.0799866,386.7200012,386.3999939,398.0799866
74,504.1863354,353.1199951,351.519989,344.7200012,327.2799988,360.0799866,343.0400085,366.3999939,375.3599854,346.7200012,352.7200012,360.5599976,372.6400146,382.0799866,360.6400146,378.480011,376.1600037,401.1199951,388.1600037,398.6400146,371.519989,390.7999878,414.8800049,399.4400024,377.519989,380.0799866
75,504.1888754,352.9599915,348.5599976,341.7600098,320.3200073,355.519989,332.5599976,347.1199951,356,355.1199951,365.6799927,352.7999878,366.0799866,372.0799866,373.4400024,380.7200012,379.3599854,394.480011,385.2000122,394.7200012,370.3999939,407.6799927,402.8800049,407.6799927,384.480011,381.9200134
76,504.1914154,369.3599854,363.2000122,333.9200134,322.7200012,356.0799866,336.8800049,356.8800049,352.3200073,352.9599915,359.3599854,367.2000122,392.1600037,368.480011,377.9200134,369.3599854,391.2799988,394.7999878,375.6000061,396.3200073,319.2000122,401.3599854,409.0400085,430.6400146,396.7999878,379.2799988
77,504.1939554,371.2000122,357.6000061,316.7999878,363.1199951,331.0400085,354.0799866,352.3999939,370.480011,351.9200134,370.8800049,364.9599915,426.1600037,376.7999878,427.0400085,388.7999878,393.3599854,398,233.8399963,383.1199951,172,391.0400085,334.5599976,429.6000061,403.3599854,383.2799988
78,504.1964953,375.2000122,371.6000061,319.4400024,376.5599976,319.0400085,349.9200134,348,386.2399902,352.5599976,381.9200134,367.519989,428.7200012,390.2399902,440.480011,398.0799866,398.2399902,410.7200012,190,363.8399963,129.3600006,371.6799927,300.9599915,426.3200073,417.3599854,403.519989
79,504.1990353,369.7600098,398,329.6000061,338.7200012,323.8399963,294.5599976,345.6000061,383.2000122,358.7999878,398.1600037,384.8800049,452.3999939,416.3999939,459.2799988,416.8800049,424.6400146,396.9599915,182.8800049,279.2799988,117.1200027,320.0799866,291.2000122,420.8800049,427.1199951,422.3200073
80,504.2015753,358.8800049,424.9599915,352.1600037,265.519989,354.9599915,189.2799988,365.3599854,355.6000061,372.8800049,431.2799988,381.2799988,466.7200012,452.3999939,487.6000061,452.6400146,471.2799988,335.4400024,241.8399963,165.1199951,148.2400055,215.0399933,329.1199951,386.5599976,447.6799927,443.519989
81,504.2041153,370.7999878,422.7200012,360.3200073,225.1999969,338.9599915,149.8399963,351.9200134,322.9599915,380.5599976,435.6000061,404.6400146,466.0799866,458.6400146,487.2000122,479.8399963,464.7200012,295.519989,318.480011,130.6399994,229.1999969,179.2799988,377.1199951,378.7999878,463.8399963,455.7600098
82,504.2066553,407.519989,421.0400085,365.9200134,253.1999969,281.4400024,168.8800049,323.3599854,329.9200134,399.519989,439.7600098,418.9599915,447.6000061,486.1600037,456,493.2799988,458.7200012,321.9200134,400.3200073,127.5999985,330.7200012,169.3600006,426.1600037,388.6400146,465.9200134,466.0799866
83,504.2091953,442.480011,436.5599976,360.480011,324.5599976,194.3999939,239.7599945,272.480011,391.2000122,424.1600037,458.2399902,447.2000122,444.3999939,498.8800049,449.2799988,520.1599731,455.519989,368.0799866,436.0799866,155.5200043,404,200.9600067,446.9599915,417.6000061,457.2000122,474.3200073
84,504.2117353,441.519989,437.0400085,328.480011,399.7600098,158.8000031,345.0400085,201.4400024,419.8399963,423.519989,455.3599854,444.1600037,425.1199951,468.9599915,444.480011,515.5200195,442.8800049,425.519989,435.3599854,226.1600037,416.7200012,275.2799988,423.8399963,441.519989,437.2000122,491.7600098
85,504.2142753,445.9200134,434.7999878,318.9599915,416.3999939,158.4799957,377.519989,212.4799957,429.8399963,413.0400085,416.3999939,444.8800049,422.2399902,451.3599854,430,492.7999878,422,454.1600037,432.9599915,324.0799866,399.6000061,343.0400085,433.2799988,485.8399963,404.7999878,488.5599976
86,504.2168153,437.0400085,408.0799866,375.9200134,413.2000122,239.1199951,397.3599854,259.8399963,388.7200012,442.6400146,388.3200073,446.7999878,403.1199951,451.6799927,396.8800049,467.4400024,423.9200134,489.6799927,407.0400085,408.7200012,398.5599976,437.0400085,420.7999878,478.0799866,394.9599915,486.3200073
87,504.2193553,440.7999878,379.2000122,425.8399963,407.8399963,360.0799866,395.2000122,359.3599854,351.519989,472.6400146,362,421.1199951,370.9599915,438.7999878,393.1199951,463.4400024,402.0799866,460.6400146,383.3599854,434.6400146,390.3200073,453.6799927,381.6000061,431.4400024,382.3200073,468.6400146
88,504.2218953,409.2799988,346.3999939,412.8800049,382.3999939,406.3999939,362.1600037,386.480011,277.4400024,406.1600037,302.6400146,399.7600098,358.480011,409.6000061,373.2799988,434.6400146,374.5599976,441.0400085,356.3200073,411.7600098,363.0400085,432.3999939,354.3200073,401.6000061,357.6799927,425.0400085
89,504.2244353,385.1199951,322,393.519989,358.1600037,401.0400085,329.3599854,377.1199951,248.6399994,374.6400146,287.9200134,371.9200134,340.8800049,401.1199951,353.4400024,422.7999878,353.8399963,443.6000061,350.0799866,392.3999939,349.0400085,422.5599976,344.3200073,395.1199951,343.6000061,412.7999878
